ENROLLMENT_ID,PROBLEM,VIDEO,ACCESS1,WIKI,DISCUSSION,PAGE_CLOSE,NAVIGATE,LABLE
46780,2,15,34,3,12,25,19,0
46782,0,0,0,0,0,0,1,1
46783,7,3,12,0,0,6,4,1
46784,2,2,8,0,0,4,5,0
46785,0,5,7,0,0,6,1,1
46786,2,3,12,2,8,4,12,1
46788,0,0,3,1,6,1,6,1
46789,3,16,42,6,6,19,24,0
46790,7,13,45,11,15,26,19,1
46792,3,22,54,7,41,34,32,0
46795,8,1,19,0,0,7,7,0
46796,4,7,32,8,10,11,18,1
46797,0,2,3,0,0,2,2,1
46799,14,14,43,2,26,16,12,0
46800,0,0,0,0,0,0,4,1
46803,20,3,17,1,3,8,12,0
46805,6,26,51,6,10,19,23,0
46806,0,0,0,0,0,0,1,1
46807,0,0,9,0,0,2,3,1
46811,0,3,10,0,8,4,8,1
46812,0,3,6,0,2,3,13,1
46814,2,0,8,0,0,0,1,1
46815,0,0,0,0,0,0,2,1
46816,0,78,109,1,29,40,12,0
46819,14,23,49,0,8,29,9,0
46820,0,0,0,0,0,0,1,1
46821,0,1,7,0,0,2,10,1
46824,0,6,26,2,7,17,8,1
46825,0,1,1,0,0,1,3,1
46829,3,17,54,1,4,29,19,0
46831,2,4,32,1,2,17,24,1
46834,8,10,21,1,4,8,16,0
46835,4,6,13,1,0,4,12,1
46836,13,9,18,0,6,7,4,1
46839,0,0,0,0,0,0,1,1
46840,0,1,2,1,3,1,5,1
46841,0,0,2,0,0,0,3,1
46842,1,2,7,1,5,3,16,1
46843,75,5,17,2,23,5,18,1
46844,16,10,20,1,2,8,10,1
46845,28,9,27,5,6,13,13,1
46846,0,5,18,1,2,10,10,0
46848,17,16,50,0,0,20,3,0
46851,202,101,304,1,27,106,17,1
46852,0,13,33,1,4,11,10,0
46854,14,10,40,0,12,25,14,0
46857,0,2,3,0,0,2,1,1
46858,37,18,57,2,0,18,10,1
46859,13,7,27,1,4,2,10,1
46860,0,0,0,0,0,0,1,1
46862,16,9,54,3,13,23,29,0
46864,0,1,2,0,0,1,3,1
46865,3,2,80,0,0,4,16,1
46866,22,12,34,3,2,16,12,0
46867,2,27,156,6,10,68,80,1
46868,6,8,24,0,0,7,6,0
46870,14,8,37,0,1,7,9,1
46872,0,0,0,0,0,0,1,1
46874,0,0,0,0,0,0,2,1
46875,31,26,124,0,0,45,8,1
46877,1,10,25,5,3,9,16,1
46878,0,0,0,0,0,0,1,1
46880,64,58,289,2,62,100,44,1
46882,18,8,72,3,41,35,37,0
46883,7,10,53,27,2,27,33,1
46885,0,2,7,1,3,3,6,1
46886,16,19,74,4,38,45,27,0
46888,4,9,26,3,7,10,10,1
46890,1,0,8,0,6,0,8,1
46892,28,0,53,0,0,34,17,1
46893,0,0,0,0,0,0,1,1
46895,0,0,0,0,0,0,1,1
46900,6,5,29,0,0,14,10,1
46901,0,0,0,0,0,0,1,0
46904,0,1,8,0,0,2,5,1
46908,135,63,355,1,60,143,76,0
46909,16,37,74,3,19,42,25,0
46912,0,0,2,0,0,0,2,1
46914,0,1,6,2,26,3,11,1
46915,2,7,41,4,26,8,23,0
46917,8,12,39,3,20,18,20,0
46918,26,23,38,0,32,24,25,0
46921,25,8,39,5,122,18,37,0
46923,19,12,28,1,4,8,8,1
46924,0,5,8,0,0,4,3,1
46925,10,9,47,2,11,13,21,0
46926,6,3,5,0,0,4,1,1
46927,4,6,17,0,0,9,6,0
46928,1,7,29,0,0,2,7,1
46929,0,3,8,0,4,5,13,1
46930,0,0,0,0,0,0,1,1
46933,0,10,26,2,0,10,12,1
46934,4,0,18,0,16,7,6,0
46936,0,8,39,0,0,18,17,0
46937,28,7,49,2,0,3,49,1
46938,0,2,7,0,0,4,2,1
46939,0,2,6,1,2,3,5,1
46941,0,0,0,0,0,0,1,1
46942,0,2,14,1,0,7,7,1
46943,6,3,9,0,0,4,2,1
46944,0,0,0,0,0,0,5,1
46945,0,2,4,0,0,2,2,1
46946,30,49,129,1,18,61,25,0
46947,0,0,0,0,0,0,1,1
46949,0,0,0,0,0,0,2,1
46951,0,1,2,0,0,1,2,1
46952,13,33,83,5,17,53,26,0
46954,0,3,8,1,0,3,7,1
46957,6,4,12,1,33,5,6,1
46960,0,3,4,1,4,3,7,1
46962,1,20,34,0,1,27,12,1
46965,1,5,22,0,2,4,5,0
46967,8,28,81,8,22,31,23,0
46968,0,1,1,0,0,1,4,1
46969,0,0,0,0,0,0,1,1
46972,0,0,0,0,0,0,1,1
46973,0,0,0,0,0,0,1,1
46974,4,13,26,1,5,9,9,0
46975,0,2,5,1,1,3,8,1
46977,0,12,16,0,0,8,2,1
46979,15,17,35,3,28,13,16,0
46981,0,1,2,0,3,1,4,1
46983,4,16,44,3,2,21,18,0
46984,15,15,25,35,15,13,43,0
46986,0,0,0,0,0,0,1,1
46987,30,7,22,1,2,9,12,1
46988,0,0,0,0,0,0,1,1
46989,42,0,33,2,9,16,20,0
46990,15,27,157,0,32,48,37,0
46991,0,8,37,10,3,17,14,0
46993,0,4,6,0,0,2,1,1
46995,0,2,22,1,1,1,10,1
46996,0,4,7,0,0,4,25,1
46999,18,25,66,17,41,32,39,0
47001,12,6,22,10,10,12,26,0
47002,0,1,2,0,0,1,2,1
47004,4,6,42,1,2,12,14,1
47005,8,22,67,0,18,37,23,0
47007,0,0,0,0,0,0,1,1
47008,0,1,2,0,0,1,1,1
47009,15,11,57,0,1,25,20,1
47011,0,0,18,0,0,10,4,1
47012,3,6,16,1,1,8,4,0
47013,0,2,11,0,0,3,6,1
47022,41,8,11,0,0,4,3,1
47023,0,0,0,0,0,0,2,1
47026,0,0,0,0,0,0,5,1
47027,6,12,30,4,3,12,18,0
47028,0,3,4,0,1,3,4,1
47029,34,9,23,0,2,7,11,1
47030,0,1,4,1,1,2,7,1
47031,0,0,0,0,0,0,1,1
47036,16,0,8,0,24,1,4,1
47041,0,5,17,0,0,9,4,0
47043,0,1,5,0,0,3,3,1
47046,0,2,3,0,0,2,2,1
47048,0,1,2,0,0,1,2,1
47049,0,0,8,1,2,6,5,1
47050,0,2,4,0,0,1,2,1
47051,0,3,13,2,0,6,5,1
47053,0,0,0,0,0,0,1,1
47056,0,0,0,0,0,0,1,1
47057,0,0,0,0,0,0,1,1
47058,0,0,0,0,0,0,2,1
47060,0,2,3,0,0,2,2,1
47061,0,1,2,0,0,1,5,1
47062,19,18,56,16,66,13,28,0
47063,14,18,88,0,28,49,39,0
47064,0,6,9,0,0,7,4,0
47065,9,7,39,0,0,22,13,0
47067,0,2,7,0,0,2,1,1
47068,0,1,2,0,0,1,2,1
47069,0,15,50,0,0,20,7,0
47070,0,0,0,0,0,0,3,1
47071,0,1,2,0,0,1,2,1
47074,21,10,33,2,4,15,18,1
47075,34,17,64,1,10,34,30,0
47076,28,12,44,0,2,20,11,1
47077,0,1,2,0,0,1,3,1
47079,201,59,132,4,14,49,26,0
47080,0,0,0,0,0,0,1,1
47081,0,8,15,0,2,11,9,1
47086,0,1,2,0,0,1,2,1
47090,9,13,40,0,3,20,10,1
47092,12,26,152,22,15,28,29,0
47093,13,12,30,5,13,12,21,1
47095,14,11,36,0,1,17,8,0
47097,0,4,4,0,0,4,3,1
47098,28,7,14,0,0,5,4,1
47099,0,0,0,0,0,0,2,1
47100,0,2,3,1,0,2,5,1
47101,5,13,33,0,0,14,9,0
47103,13,2,73,3,16,19,22,0
47105,27,24,66,7,52,38,29,0
47106,4,0,21,1,2,2,11,0
47107,0,1,3,2,0,2,5,1
47108,11,13,56,0,3,34,15,1
47109,0,0,0,0,0,0,2,1
47112,6,6,16,3,1,4,7,1
47114,0,1,21,0,2,3,6,1
47115,4,9,33,3,7,14,17,1
47116,35,38,110,0,26,38,12,1
47118,0,3,13,0,0,4,3,1
47123,0,1,2,0,0,1,1,1
47125,8,15,46,3,6,11,11,0
47126,2,6,26,2,48,11,15,1
47128,0,0,7,0,0,1,3,1
47129,4,15,28,0,0,10,7,1
47130,0,1,2,1,6,1,5,1
47131,0,0,0,1,0,0,2,1
47136,0,0,0,0,0,0,1,1
47138,36,17,52,6,9,14,13,0
47140,7,3,26,0,0,0,3,1
47141,0,1,7,1,2,1,23,0
47142,32,21,108,35,34,52,69,0
47143,1,4,7,5,3,4,9,1
47145,0,0,4,0,0,1,5,1
47146,14,13,61,1,28,22,33,0
47147,8,2,24,1,1,8,13,1
47149,0,8,14,1,0,7,6,1
47150,111,48,219,0,27,65,28,0
47151,0,0,0,0,0,0,8,1
47152,0,2,7,0,3,3,2,1
47153,0,6,12,2,1,8,10,1
47154,0,0,22,0,0,13,7,1
47158,20,4,15,1,0,6,7,1
47159,1,0,6,0,0,0,2,1
47161,0,1,1,1,1,1,4,1
47163,0,5,7,0,0,5,2,0
47166,0,0,0,1,1,0,4,1
47168,13,4,14,2,14,8,11,0
47170,0,3,14,1,2,6,16,0
47171,2,8,16,1,0,4,9,1
47172,0,0,9,1,1,4,7,1
47174,26,24,69,9,18,32,28,0
47177,6,4,12,14,1,5,18,1
47178,17,28,89,0,0,50,11,0
47181,34,14,53,0,1,20,18,0
47183,22,12,43,6,4,12,22,1
47184,0,4,11,2,3,4,7,1
47187,11,6,36,0,2,8,8,0
47190,5,12,40,2,1,13,12,1
47191,0,1,2,0,0,1,2,1
47197,19,6,19,2,7,8,15,1
47198,3,13,49,2,1,21,42,0
47200,12,9,21,0,0,8,4,1
47202,0,3,10,1,0,5,11,1
47203,4,1,12,1,0,5,6,1
47204,84,22,99,0,0,19,6,0
47205,5,19,68,3,50,33,39,1
47211,11,4,9,1,0,7,13,1
47215,6,6,29,44,15,10,29,1
47216,0,0,3,0,0,0,2,1
47217,5,12,24,12,4,8,4,1
47220,0,0,0,0,0,0,1,1
47221,196,101,339,2,8,100,30,0
47224,1,3,5,0,0,4,2,1
47226,190,53,150,3,34,45,43,1
47227,119,26,127,4,42,36,45,0
47231,0,5,25,0,0,10,3,0
47233,0,0,0,0,0,0,1,0
47234,8,2,11,0,0,4,3,1
47235,16,10,28,1,6,15,9,1
47237,16,15,61,16,16,26,36,1
47241,0,5,10,2,2,7,11,1
47242,30,1,49,11,31,4,23,1
47243,9,6,50,5,2,23,31,0
47244,0,0,0,0,0,0,2,1
47246,0,1,2,0,0,1,2,1
47247,0,1,4,0,0,3,4,1
47248,0,7,23,3,14,11,21,1
47249,0,1,3,0,0,1,1,1
47250,7,6,32,2,2,15,14,1
47253,12,8,48,0,0,17,19,1
47254,4,3,16,1,0,9,12,0
47256,0,3,5,0,0,4,2,0
47257,7,6,79,12,9,19,40,0
47258,26,6,40,2,45,22,36,0
47260,0,1,5,0,0,2,4,1
47261,0,7,33,4,4,16,30,1
47262,2,7,9,0,6,4,3,1
47263,0,1,9,0,0,3,7,1
47266,9,18,60,28,14,17,19,1
47267,24,41,121,1,14,44,22,0
47268,2,7,27,1,11,14,11,1
47269,0,2,2,0,0,2,9,1
47270,86,47,130,3,8,40,43,0
47271,6,6,9,0,0,8,3,1
47272,14,22,55,6,43,26,21,1
47274,5,7,9,0,0,2,3,1
47275,0,5,9,0,0,3,3,1
47276,2,3,8,0,0,6,9,1
47277,0,3,6,1,0,4,4,1
47278,0,2,7,0,0,6,2,1
47279,0,0,0,0,0,0,1,1
47281,5,3,4,0,0,4,4,1
47282,0,0,0,0,0,0,2,1
47283,18,11,73,2,39,43,30,1
47284,27,16,62,3,18,32,21,0
47285,0,1,5,0,0,4,2,1
47286,23,17,65,1,1,27,20,1
47287,0,0,0,0,0,0,1,1
47292,0,3,5,0,0,4,5,1
47294,3,13,29,0,0,13,10,1
47299,0,0,0,0,0,0,1,1
47300,7,14,51,2,19,2,21,1
47302,0,0,0,0,0,0,2,1
47303,1,3,21,0,3,13,12,1
47304,0,15,29,0,5,7,5,1
47305,30,15,44,7,19,28,32,0
47306,0,1,31,10,4,19,37,1
47307,0,1,7,0,0,3,3,1
47308,0,0,0,0,0,0,3,1
47309,24,4,15,1,7,7,8,1
47311,0,2,3,0,0,2,2,1
47312,0,1,2,0,0,1,4,1
47313,0,0,3,0,0,2,2,1
47316,0,0,0,0,0,0,1,1
47317,6,12,41,1,9,27,19,0
47318,7,5,12,5,6,11,32,1
47319,1,2,24,1,0,1,9,1
47322,0,1,2,1,1,1,5,0
47323,0,1,3,0,0,2,2,1
47325,0,3,26,7,5,12,15,1
47326,12,15,56,3,16,32,20,0
47328,0,0,0,0,0,0,1,1
47329,24,8,29,2,7,13,14,1
47330,2,3,8,0,0,4,2,1
47332,0,1,2,0,0,1,3,1
47333,30,12,40,3,34,20,19,0
47334,0,0,0,0,0,0,1,1
47335,0,1,5,1,26,3,13,0
47336,0,0,0,0,0,0,1,1
47337,14,9,17,0,0,12,17,0
47338,9,2,5,0,0,2,2,1
47339,0,2,7,0,0,2,4,1
47340,0,8,20,0,0,5,3,1
47342,0,0,9,0,2,0,6,1
47343,0,6,23,1,1,8,13,0
47344,8,8,14,1,3,7,10,1
47346,0,4,5,0,0,4,2,1
47349,0,4,13,1,4,7,7,1
47351,0,1,2,0,0,1,2,0
47352,5,4,12,4,2,8,9,1
47353,0,2,5,0,0,2,2,1
47354,4,0,13,0,0,8,4,0
47355,1,9,16,0,0,4,6,1
47359,0,0,0,0,0,0,1,1
47362,0,1,2,0,0,1,3,1
47363,4,2,3,0,0,1,3,1
47365,8,0,29,1,3,11,17,0
47367,8,25,58,2,1,28,17,0
47368,13,3,25,2,4,14,17,1
47369,0,17,68,3,6,15,20,0
47371,0,1,2,1,0,1,9,1
47372,0,0,0,0,0,0,1,1
47373,2,9,22,0,0,11,11,0
47374,7,6,29,0,0,10,13,1
47375,0,0,6,0,0,2,1,1
47378,5,7,21,10,8,9,15,1
47379,0,4,21,0,6,10,8,0
47380,0,3,13,1,1,5,9,1
47383,8,3,24,2,8,12,21,0
47384,28,43,99,4,3,32,18,1
47385,7,2,3,0,0,1,5,1
47387,34,24,58,12,21,33,15,0
47388,0,2,11,1,1,3,8,1
47390,0,3,14,1,1,4,12,1
47391,0,8,13,1,1,10,6,0
47392,10,13,33,2,0,21,8,0
47396,21,34,104,8,97,56,54,0
47398,2,5,14,1,3,5,8,1
47399,0,3,8,0,0,4,5,1
47400,31,5,14,3,26,7,13,0
47402,16,5,36,3,5,17,18,1
47404,4,16,68,6,29,19,27,1
47405,36,9,26,0,0,7,6,0
47406,15,18,31,0,0,10,3,1
47409,21,9,21,0,0,6,3,1
47410,12,4,11,0,2,7,3,1
47411,0,2,6,0,0,5,3,1
47412,18,1,4,14,14,1,5,1
47413,0,0,0,0,0,0,1,1
47414,0,5,14,1,0,5,16,1
47417,0,1,2,0,0,0,4,1
47420,84,56,182,3,3,62,51,0
47423,0,0,0,0,0,0,4,1
47425,69,20,132,4,1,47,49,0
47426,0,2,10,1,3,7,6,1
47429,0,6,18,2,23,6,14,0
47432,2,0,14,1,8,0,9,1
47433,4,4,11,0,0,6,3,1
47435,20,3,10,1,11,2,5,1
47436,23,14,36,1,10,10,13,1
47439,12,9,30,0,0,16,13,0
47440,0,1,2,0,0,1,1,1
47441,17,5,23,2,40,12,7,1
47444,21,7,43,4,12,12,14,0
47445,0,1,9,1,0,4,10,1
47447,11,4,14,2,4,8,14,1
47450,19,18,55,2,3,28,28,0
47453,0,3,6,0,0,5,6,1
47454,39,32,141,1,15,47,22,1
47455,15,0,38,0,16,24,17,0
47456,28,29,68,1,6,38,20,0
47457,0,6,18,0,0,11,16,0
47458,0,0,0,0,0,0,1,1
47459,0,0,0,0,0,0,1,1
47460,0,0,0,0,0,0,1,1
47463,4,3,6,0,0,2,1,0
47464,0,4,5,0,0,4,1,1
47466,0,8,16,0,6,8,13,1
47468,0,3,8,1,5,3,13,0
47469,39,39,148,3,230,70,24,0
47471,0,2,5,0,0,2,1,0
47472,0,14,38,0,0,24,12,0
47473,21,0,15,0,4,5,5,1
47476,0,0,0,0,2,0,11,1
47477,12,10,41,0,5,21,17,0
47478,11,19,53,1,1,26,27,1
47479,0,8,14,0,0,4,2,1
47480,0,2,7,0,0,4,7,1
47486,0,9,21,0,2,12,1,1
47487,0,0,2,0,0,0,4,1
47489,34,17,60,1,2,23,14,1
47491,0,3,40,8,9,9,22,0
47492,16,42,146,5,30,79,50,0
47494,0,3,21,4,7,12,20,1
47497,23,7,9,0,0,4,7,1
47498,0,0,0,0,0,0,1,1
47499,1,6,21,0,3,6,7,1
47502,4,4,15,0,0,8,5,1
47503,0,3,4,0,0,2,2,1
47504,23,10,62,10,33,26,44,0
47505,0,12,24,0,2,5,2,1
47506,0,0,3,0,0,0,9,1
47510,0,0,0,0,0,0,1,1
47511,7,3,12,0,0,5,7,1
47516,0,0,0,0,0,0,1,1
47518,33,16,30,1,0,16,7,1
47519,0,3,6,0,0,4,2,1
47520,0,6,20,0,2,8,7,1
47521,0,4,6,0,0,4,3,1
47522,0,0,0,0,0,0,1,1
47524,0,3,19,1,4,7,11,0
47526,0,3,28,0,0,3,2,1
47528,26,8,20,0,0,8,8,1
47529,0,0,0,0,0,0,1,1
47530,0,1,2,0,0,1,2,1
47531,10,6,18,0,2,6,4,1
47532,0,0,0,0,0,0,1,1
47535,1,5,19,1,13,11,9,1
47536,0,13,28,0,0,7,7,1
47537,0,7,16,0,7,8,5,1
47539,0,3,8,0,0,1,2,1
47540,0,0,4,0,0,3,3,1
47541,0,1,2,0,0,1,2,1
47543,0,1,2,0,0,0,2,1
47544,0,0,2,0,0,0,1,1
47546,0,1,3,1,0,2,7,1
47547,6,6,33,2,7,10,16,1
47548,18,11,33,2,7,15,18,1
47551,0,1,9,2,6,5,10,1
47552,0,1,7,0,0,4,5,1
47554,0,0,0,0,0,0,1,1
47557,0,0,0,0,0,0,1,1
47558,15,10,29,0,0,12,5,1
47560,5,27,95,0,1,44,31,0
47562,0,5,13,0,0,7,5,1
47563,20,9,47,1,19,16,8,0
47564,0,1,5,0,0,2,5,1
47565,0,7,22,0,0,8,5,1
47566,0,0,0,0,0,0,1,1
47569,4,2,18,5,9,7,12,1
47570,0,3,8,0,0,5,3,1
47571,0,1,2,0,0,1,2,1
47573,0,3,7,0,0,2,7,1
47574,24,6,21,1,3,12,14,0
47575,0,31,59,1,42,21,13,1
47576,0,0,2,0,0,1,5,1
47577,0,0,12,0,0,1,10,1
47578,0,0,0,0,0,0,2,0
47580,0,4,21,1,0,1,9,1
47581,0,5,6,1,1,5,12,1
47582,7,5,22,1,6,14,10,1
47584,0,2,4,1,1,2,10,1
47586,0,7,14,3,5,8,53,0
47587,0,1,2,0,0,1,4,1
47588,1,2,11,4,0,6,14,1
47597,0,0,0,0,0,0,1,1
47598,0,0,6,0,0,4,9,1
47599,0,1,2,0,0,1,2,1
47601,120,38,250,2,27,58,47,1
47602,0,0,2,2,0,0,12,1
47603,0,0,2,1,14,1,8,1
47604,10,20,49,0,3,22,10,0
47605,0,4,9,0,0,8,2,1
47607,0,0,0,0,0,0,4,1
47608,12,2,13,1,6,7,8,0
47609,0,1,4,0,0,2,3,1
47611,107,41,235,0,49,61,26,1
47614,3,2,10,1,2,3,8,1
47615,0,0,0,0,0,0,1,1
47617,47,144,696,338,1059,285,588,0
47619,0,10,14,0,0,6,6,1
47620,0,0,2,0,0,0,3,1
47621,66,16,61,0,6,17,5,1
47624,121,25,101,0,4,29,10,0
47625,0,2,11,1,0,6,6,1
47626,27,2,10,0,2,4,4,1
47627,46,18,36,0,0,20,7,0
47628,62,65,262,5,18,46,45,0
47629,0,3,24,2,12,9,15,1
47630,0,8,32,2,6,14,20,0
47631,0,1,26,0,0,16,6,1
47632,14,1,26,0,16,17,9,0
47633,0,1,8,1,0,3,11,1
47634,12,8,76,3,43,15,37,1
47635,211,83,251,1,41,23,24,0
47640,17,7,20,1,3,5,11,1
47641,0,11,48,1,8,23,18,0
47646,5,2,8,1,0,4,5,1
47647,10,3,17,2,3,8,12,1
47648,7,1,3,0,0,1,2,1
47649,0,0,3,0,0,2,1,1
47650,35,51,94,0,0,17,6,0
47651,0,0,0,0,0,0,1,1
47653,0,0,0,0,0,0,3,1
47656,0,2,7,1,0,4,3,1
47659,7,2,5,8,11,1,9,1
47660,38,12,28,0,3,17,6,1
47662,0,1,3,0,0,1,4,1
47663,6,6,16,0,0,10,3,1
47664,0,0,0,0,0,0,1,1
47668,18,3,7,0,0,1,1,1
47669,12,2,28,1,11,9,8,1
47670,0,10,23,0,0,6,2,1
47672,0,1,2,0,0,1,2,1
47673,0,0,0,0,0,0,1,1
47676,0,0,0,0,0,0,1,1
47677,159,32,119,2,47,34,24,0
47678,0,1,8,2,10,3,10,1
47679,0,0,0,0,0,0,1,0
47680,50,11,68,0,0,12,9,1
47682,0,4,11,0,0,3,3,1
47683,0,0,0,0,0,0,2,1
47684,0,0,0,0,0,0,1,1
47685,5,5,23,0,0,4,5,1
47686,0,0,0,0,0,0,1,1
47688,0,0,0,0,0,0,1,1
47692,72,30,160,0,3,7,26,0
47694,0,1,2,0,0,1,6,1
47696,0,0,0,0,0,0,1,1
47698,0,1,2,0,0,1,1,1
47699,0,0,0,0,0,0,2,1
47700,0,1,6,0,1,1,3,1
47701,0,0,2,0,0,0,2,1
47702,0,0,0,0,0,0,1,1
47703,0,0,0,0,0,0,1,1
47704,0,1,5,0,0,1,7,1
47705,0,2,2,0,0,1,6,1
47709,0,0,0,0,0,0,4,1
47710,0,0,0,0,0,0,7,1
47713,0,0,0,0,0,0,1,1
47714,0,0,0,0,0,0,1,1
47715,0,0,0,0,0,0,2,1
47716,0,0,0,0,0,0,1,1
47717,0,0,9,0,0,1,6,1
47718,0,0,0,0,0,0,1,1
47720,0,0,0,0,0,0,1,1
47721,0,1,2,0,0,1,8,1
47722,0,2,5,0,0,2,4,1
47725,20,11,47,1,4,11,10,1
47726,0,3,27,0,0,1,2,1
47727,0,1,3,0,0,1,2,1
47728,0,0,0,0,0,0,4,1
47729,14,13,49,0,4,16,8,0
47733,0,0,0,0,0,0,1,1
47735,0,0,0,0,0,0,2,1
47736,0,4,7,0,0,5,2,0
47739,24,16,35,0,0,15,5,1
47741,0,4,7,0,0,5,6,1
47742,0,0,0,0,0,0,1,1
47743,0,0,3,0,0,0,2,1
47744,0,3,8,0,2,4,5,1
47745,0,2,3,0,0,2,2,1
47746,0,1,4,0,4,2,2,1
47747,0,0,0,0,0,0,1,1
47749,0,0,0,0,0,0,1,1
47751,0,1,2,2,1,1,4,1
47754,0,1,2,1,0,1,6,1
47755,0,2,2,0,0,2,3,1
47756,12,10,29,0,4,11,19,1
47757,0,1,1,0,0,1,5,1
47759,13,12,26,3,5,13,11,1
47761,0,0,0,0,0,0,3,1
47762,0,2,5,0,0,2,2,1
47763,0,0,0,0,0,0,1,1
47765,0,2,4,0,2,3,1,1
47766,0,4,7,0,0,5,5,0
47767,0,2,3,0,0,2,1,1
47768,0,0,2,0,0,1,2,1
47769,0,1,2,0,0,1,4,1
47771,0,2,3,0,0,2,2,1
47773,0,1,2,0,0,1,2,1
47774,0,2,4,0,0,2,4,1
47775,0,4,6,0,0,4,2,1
47778,0,0,0,0,0,0,6,1
47781,51,36,115,0,20,54,19,0
47782,0,3,6,0,0,4,2,1
47784,0,3,5,0,1,2,5,1
47785,0,1,2,0,0,1,2,1
47786,0,0,0,0,0,0,4,1
47788,0,2,4,0,0,3,7,1
47791,0,4,12,0,21,7,3,1
47792,0,2,9,0,5,6,2,1
47795,0,2,8,0,1,5,4,1
47796,7,4,7,0,0,3,3,1
47797,0,0,0,0,0,0,1,1
47798,0,2,7,0,0,4,6,1
47799,0,2,5,1,3,2,5,1
47800,0,3,8,0,0,2,6,1
47801,0,2,3,0,0,2,2,1
47803,0,11,25,0,10,15,6,1
47804,0,2,3,0,0,2,3,1
47807,0,2,9,0,1,5,6,1
47808,0,0,0,0,0,0,3,1
47811,20,17,41,0,0,26,7,1
47813,11,16,81,1,6,21,25,0
47814,0,0,3,0,0,2,2,1
47815,0,0,0,1,2,0,5,1
47819,0,1,2,0,0,1,1,1
47821,0,0,0,0,0,0,1,1
47823,0,0,0,0,0,0,2,1
47825,0,0,0,0,0,0,1,1
47827,0,2,5,0,0,3,2,1
47829,0,0,0,0,0,0,2,1
47830,0,1,7,0,0,1,3,1
47831,0,0,4,0,0,2,4,1
47832,0,3,6,0,1,4,4,1
47833,0,0,0,0,0,0,1,1
47834,0,3,4,0,0,2,3,1
47835,0,5,8,0,0,6,5,1
47836,10,19,72,1,9,32,15,1
47837,0,2,3,0,0,2,3,1
47840,0,2,3,0,0,2,2,1
47841,0,2,3,0,0,2,2,1
47842,0,1,13,0,0,1,3,1
47843,0,2,13,0,0,8,3,1
47844,0,16,29,0,3,17,10,1
47845,0,2,5,0,0,3,4,1
47847,0,0,0,0,0,0,1,1
47849,5,8,19,0,6,11,5,1
47851,0,5,6,0,0,5,6,1
47852,0,6,7,1,1,6,4,1
47854,4,11,32,0,2,13,16,1
47855,0,1,2,0,0,1,5,1
47856,0,0,7,0,0,3,5,1
47857,0,3,4,0,0,3,2,1
47858,13,12,25,1,1,10,5,1
47859,0,0,0,0,0,0,1,1
47860,0,6,11,0,1,6,2,1
47865,0,1,2,0,0,1,2,1
47867,0,0,0,0,0,0,1,1
47870,0,0,0,0,0,0,1,1
47872,0,7,42,1,9,15,21,1
47873,0,0,0,0,0,0,2,1
47875,0,1,2,1,0,1,9,1
47876,0,0,0,0,0,0,1,1
47877,0,0,0,0,0,0,4,0
47880,0,0,0,0,0,0,1,1
47882,0,2,6,0,4,5,1,1
47883,0,0,3,0,0,1,2,1
47885,0,0,2,0,0,0,2,1
47886,0,1,2,0,0,1,1,1
47887,0,0,0,0,0,0,1,1
47888,0,1,2,0,0,1,6,1
47892,0,2,5,0,1,4,2,1
47896,10,24,48,0,3,29,19,1
47898,231,134,457,2,32,89,44,0
47899,48,9,56,6,5,22,11,1
47901,0,0,4,3,3,0,16,1
47902,36,34,46,0,0,41,39,0
47903,12,0,31,0,0,2,6,1
47905,112,79,202,4,13,12,87,0
47906,0,26,68,4,2,40,21,0
47907,0,0,0,0,0,0,2,1
47908,16,0,21,0,0,1,11,1
47909,0,1,4,0,0,2,1,1
47910,5,4,23,3,1,8,14,1
47912,0,4,17,2,3,12,27,0
47913,0,0,9,0,0,1,2,1
47915,0,0,0,0,0,0,1,0
47916,0,0,0,0,0,0,2,0
47917,29,4,66,5,14,5,21,1
47918,14,12,27,0,0,18,7,1
47919,14,24,107,1,33,56,21,0
47921,147,25,192,4,68,73,41,0
47924,7,8,40,0,0,12,15,1
47925,0,3,7,1,1,5,8,1
47926,14,1,36,0,1,3,8,1
47927,7,0,19,2,8,1,23,0
47929,0,21,61,1,1,43,12,1
47930,0,0,0,0,0,0,12,1
47931,0,3,63,1,29,4,30,0
47932,308,62,563,11,176,19,57,0
47933,80,43,124,0,10,31,13,1
47934,196,11,59,6,2,14,36,1
47936,0,4,8,1,3,5,6,1
47937,6,13,71,0,0,43,12,0
47940,2,0,8,1,0,1,9,1
47942,0,8,108,0,1,46,20,0
47944,0,19,31,0,7,24,8,1
47947,0,3,28,0,0,3,17,0
47948,0,13,49,3,8,26,16,0
47949,31,4,37,4,3,7,22,0
47951,0,0,17,1,1,6,25,0
47952,6,1,16,0,0,1,4,1
47953,0,14,49,0,0,15,7,1
47954,9,23,34,2,5,19,20,1
47955,0,52,31,0,0,15,6,1
47956,0,0,8,0,0,5,7,1
47958,30,24,75,0,0,60,18,0
47959,17,0,57,0,2,0,13,0
47960,0,2,5,0,2,2,14,1
47961,10,40,64,1,47,56,9,1
47962,67,45,87,9,115,30,36,1
47963,10,30,62,0,15,29,32,0
47965,69,33,113,0,308,53,49,0
47967,0,1,3,0,0,1,1,1
47968,0,0,0,0,0,0,1,1
47969,4,6,35,1,0,21,21,1
47970,0,0,2,0,1,1,3,1
